ABV71708.1	ABV71708.1
QOI91086.1	ASH97342.1
QNJ57210.1	QNJ57210.1
QMI57900.1	QMI57900.1
QKE54987.1	QKE54987.1
QGX73402.1	QGX73402.1
QGX73402.1	QTE03720.1
QGX73402.1	QMI57846.1
QGX73402.1	QTE03725.1
QGX73402.1	QOR29546.1
QBA84914.1	QBA84914.1
QBA84772.1	QBA84772.1
QBA84652.1	QBA84652.1
QBA84652.1	QBA84668.1
QBA84652.1	QBA84680.1
QBA84652.1	QBA84719.1
QBA84652.1	QBA84780.1
QBA84601.1	QBA84601.1
QBA84528.1	QBA84528.1
QBA84429.1	QBA84429.1
QBA84429.1	QBA84382.1
QBA84429.1	UAJ21535.1
QBA84429.1	QBA84445.1
QDA34009.1	QDA34009.1
QBP34468.1	QBP34468.1
QBP34468.1	AFH54156.1
QBP34468.1	QBP34467.1
AFU34411.1	AFU34411.1
AFU34411.1	QJF53399.1
AFU34411.1	QRZ20353.1
AFU34411.1	QII57788.1
AFU34411.1	QII57790.1
AFU34411.1	QRZ20354.1
AFU34411.1	QRZ20351.1
AFU34411.1	QDQ17811.1
AFU34411.1	QJF53403.1
AHF20128.1	AHF20128.1
AHF20128.1	AHF20136.1
AHF20128.1	AHF20134.1
AGA19600.1	AGA19600.1
AET35097.1	AET35097.1
AFH02758.1	AFH02758.1
AAZ79675.1	AAZ79675.1
AAZ79675.1	AAZ79671.1
AAL09673.1	AAL09673.1
AAL09673.1	AVR53764.1
AAL09673.1	YP_009465713.1
AAL09673.1	AUS83807.1
AAL09673.1	YP_009507375.1
AAL09673.1	YP_009507368.1
AAL09673.1	YP_009507371.1
AAL09673.1	APC23164.1
AAL09673.1	YP_009507373.1
AAL09673.1	AKQ44381.1
AAL09673.1	AIK97774.1
AAL09673.1	AGT28132.1
AAL09673.1	AGT28059.1
AAL09673.1	AFM45252.1
AAL09673.1	BAA90291.1
AAL09673.1	ABB13547.1
AAL09673.1	CAG70328.1
AAL09673.1	QMQ39180.1
AAL09673.1	QIA46560.1
AAL09673.1	AII82174.1
AAL09673.1	AGT28056.1
AAL09673.1	AFM45120.1
AAL09673.1	AFM45246.1
AAL09673.1	BAA90288.1
AAL09673.1	ALF95946.1
AAL09673.1	AFM45243.1
AAL09673.1	AFM45177.1
AAL09673.1	CAG70325.1
AAL09673.1	QUD18428.1
AAL09673.1	QMQ39178.1
AAL09673.1	AGT28127.1
AAL09673.1	AFM45117.1
AAL09673.1	AFM45171.1
AAL09673.1	BAA90266.1
AAL09673.1	ABB13542.1
AAL09673.1	Q9PZT1.1
AAL09673.1	QIA46557.1
AAL09673.1	AAD45908.1
AAL09673.1	AII82171.1
AAL09673.1	AGT28193.1
AAL09673.1	AFM45240.1
AAL09673.1	AFM45168.1
AAL09673.1	CAG70323.1
AAL09673.1	QUD18426.1
AAL09673.1	QMQ39176.1
AAL09673.1	AIS74866.1
AAL09673.1	AFM45114.1
AAL09673.1	CAA94512.1
AAL09673.1	ALF95934.1
AAL09673.1	AFM45111.1
AAL09673.1	AFM45162.1
AAL09673.1	ABD64553.1
AAL09673.1	ABB13537.1
AAL09673.1	QUD18424.1
AAL09673.1	QMQ39174.1
AAL09673.1	QIA46554.1
AAL09673.1	AGT28188.1
AAL09673.1	AFM45108.1
AAL09673.1	AFM45237.1
AAL09673.1	ABL09136.1
AAL09673.1	CAG70320.1
AAL09673.1	CAA94472.1
AAL09673.1	QED08750.1
AAL09673.1	YP_004928144.1
AAL09673.1	AIS74861.1
AAL09673.1	AGT28237.1
AAL09673.1	AGT28121.1
AAL09673.1	AFM45105.1
AAL09673.1	ABD64550.1
AAL09673.1	CAG70317.1
AAL09673.1	QUD18422.1
AAL09673.1	QMQ39172.1
AAL09673.1	AFM45153.1
AAL09673.1	AAL55420.1
AAL09673.1	QNN89040.1
AAL09673.1	QIA46551.1
AAL09673.1	AIS74856.1
AAL09673.1	AGT28183.1
AAL09673.1	AFM45150.1
AAL09673.1	CBJ94528.1
AAL09673.1	AAR97625.1
AAL09673.1	ABB13532.1
AAL09673.1	QUD18420.1
AAL09673.1	AGT28232.1
AAL09673.1	AGT28116.1
AAL09673.1	AFM45144.1
AAL09673.1	ABL09113.1
AAL09673.1	BAD02258.1
AAL09673.1	ABD64547.1
AAL09673.1	CAG30503.1
AAL09673.1	UGV24197.1
AAL09673.1	AGT28176.1
AAL09673.1	AFM45294.1
AAL09673.1	AFM45141.1
AAL09673.1	AAC99437.1
AAL09673.1	ABL09131.1
AAL09673.1	UGV24196.1
AAL09673.1	P07298.1
AAL09673.1	QUD18418.1
AAL09673.1	QNN89037.1
AAL09673.1	QHZ99452.1
AAL09673.1	QAB07494.1
AAL09673.1	AIS74851.1
AAL09673.1	AFM45291.1
AAL09673.1	AFM45225.1
AAL09673.1	AFM45138.1
AAL09673.1	AAL55416.1
AAL09673.1	NP_694863.1
AAL09673.1	AGT28227.1
AAL09673.1	AGT28173.1
AAL09673.1	AGT28111.1
AAL09673.1	AFM45222.1
AAL09673.1	AFM45135.1
AAL09673.1	BAD02255.1
AAL09673.1	ABD64544.1
AAL09673.1	ABL09126.1
AAL09673.1	UGV24194.1
AAL09673.1	QUD18416.1
AAL09673.1	AGT28108.1
AAL09673.1	AFM45285.1
AAL09673.1	AFM45219.1
AAL09673.1	CBJ94522.1
AAL09673.1	ABD64541.1
AAL09673.1	QNN89034.1
AAL09673.1	AAD45916.1
AAL09673.1	AGT28097.1
AAL09673.1	AFM45282.1
AAL09673.1	AFM45216.1
AAL09673.1	UGV24192.1
AAL09673.1	AGT28222.1
AAL09673.1	AGT28163.1
AAL09673.1	BAD02252.1
AAL09673.1	ASU04383.1
AAL09673.1	AAD45914.1
AAL09673.1	ABC54827.1
AAL09673.1	AAD45913.1
AAL09673.1	AIS74841.1
AAL09673.1	AGT28092.1
AAL09673.1	AFM45279.1
AAL09673.1	AFM45213.1
AAL09673.1	ABB36720.2
AAL09673.1	QBP05501.1
AAL09673.1	AGT28158.1
AAL09673.1	AFM45276.1
AAL09673.1	AFM45210.1
AAL09673.1	CBJ94516.1
AAL09673.1	BAD02249.1
AAL09673.1	QKY59682.1
AAL09673.1	QBP05500.1
AAL09673.1	CEJ95810.2
AAL09673.1	AAD45911.1
AAL09673.1	AFM45273.1
AAL09673.1	AFM45207.1
AAL09673.1	AAK95570.1
AAL09673.1	ABC54824.1
AAL09673.1	QBP05499.1
AAL09673.1	AFM45270.1
AAL09673.1	AFM45204.1
AAL09673.1	BAD02243.1
AAL09673.1	AGT28214.1
AAL09673.1	AGT28153.1
AAL09673.1	ADQ57308.1
AAL09673.1	ABC54821.1
AAL09673.1	AFM45267.1
AAL09673.1	AFM45201.1
AAL09673.1	AFO54486.1
AAL09673.1	ADQ57306.1
AAL09673.1	BAD02240.1
AAL09673.1	CAA94439.1
AAL09673.1	QNC68209.1
AAL09673.1	AGT28143.1
AAL09673.1	AGT28075.1
AAL09673.1	AFM45129.1
AAL09673.1	AFM45198.1
AAL09673.1	ABC87246.1
AAL09673.1	CAG70337.1
AAL09673.1	ALF95957.1
AAL09673.1	AGT28209.1
AAL09673.1	AGT28070.1
AAL09673.1	AFM45261.1
AAL09673.1	AFM45189.1
AAL09673.1	AAT67239.1
AAL09673.1	ABC02067.2
AAL09673.1	AGT28207.1
AAL09673.1	AFM45126.1
AAL09673.1	AFM45258.1
AAL09673.1	AFM45186.1
AAL09673.1	BAD02237.1
AAL09673.1	AZP56633.1
AAL09673.1	ALQ33059.1
AAL09673.1	AGT28204.1
AAL09673.1	AGT28138.1
AAL09673.1	ACL36592.1
AAL09673.1	ABC87241.1
AAL09673.1	CAG70334.1
AAL09673.1	AGT28065.1
AAL09673.1	QMQ39182.1
AAL09673.1	ALF95952.1
AAL09673.1	AIK97779.1
AAL09673.1	ACI96278.1
AAL09673.1	AFM45123.1
AAL09673.1	AFM45255.1
AAL09673.1	AFM45180.1
AAL09673.1	BAI82364.1
AAL09673.1	ABN45789.1
ACG50803.1	ACG50803.1
ACG50803.1	QTZ83142.1
ACG50803.1	YP_009362129.1
ACG50803.1	ARV85889.1
ACG50803.1	ARV85890.1
ACG50803.1	ARV85888.1
CAE52291.1	CAE52291.1
CAE52291.1	QTY40748.1
CAE52291.1	AET75125.1
CAE52291.1	QIE49731.1
CAE52291.1	AWB14815.1
CAE52291.1	UHJ74470.1
CAE52291.1	QKG01837.1
CAE52291.1	QYH50980.1
CAE52291.1	QIC34657.1
CAE52291.1	UIX28341.1
CAE52291.1	UFZ14044.1
CAE52291.1	QTY40741.1
CAE52291.1	AWB14811.1
CAE52291.1	AET75117.1
CAE52291.1	QJQ84474.1
CAE52291.1	QIE49693.1
CAE52291.1	AYE91514.1
CAE52291.1	QYH50976.1
CAE52291.1	QKG01832.1
CAE52291.1	UFZ14040.1
CAE52291.1	AMA21670.1
CAE52291.1	QFF92063.1
CAE52291.1	AFL47805.1
CAE52291.1	AIW67494.1
CAE52291.1	QWY12841.1
CAE52291.1	QOY43962.1
CAE52291.1	QIC34641.1
CAE52291.1	QRN74394.1
CAE52291.1	QKG01828.1
CAE52291.1	QGI57838.1
CAE52291.1	UFZ14032.1
CAE52291.1	QEE82881.1
CAE52291.1	AIW67582.1
CAE52291.1	QOY43946.1
CAE52291.1	QIC34637.1
CAE52291.1	APU54686.1
CAE52291.1	QZD35759.1
CAE52291.1	AIW67570.1
CAE52291.1	QZA82815.1
CAE52291.1	AYM26830.1
CAE52291.1	AIW67562.1
CAE52291.1	QZE11880.1
CAE52291.1	QZD35755.1
CAE52291.1	QWY12833.1
CAE52291.1	QNH74678.1
CAE52291.1	QEE82877.1
CAE52291.1	QFF91923.1
CAE52291.1	AZR43697.1
CAE52291.1	AWB14763.1
CAE52291.1	AIW67558.1
CAE52291.1	ASY08108.1
CAE52291.1	QFF92043.1
CAE52291.1	QTY40765.1
CAE52291.1	ASY08104.1
CAE52291.1	AWB14903.1
CAE52291.1	AWB14755.1
CAE52291.1	AIW67554.1
CAE52291.1	QZE11876.1
CAE52291.1	QDZ52637.1
CAE52291.1	AXI69380.1
CAE52291.1	ALO18547.1
CAE52291.1	AJF44431.1
CAE52291.1	ACD37412.1
CAE52291.1	AAV54175.1
CAE52291.1	QOU12647.1
CAE52291.1	QFF91918.1
CAE52291.1	AXQ59278.1
CAE52291.1	QTY40760.1
CAE52291.1	AWB14895.1
CAE52291.1	ALC79687.1
CAE52291.1	QFF92038.1
CAE52291.1	AXI69364.1
CAE52291.1	AWB14743.1
CAE52291.1	QZE11872.1
CAE52291.1	UHJ74482.1
CAE52291.1	QTY40756.1
CAE52291.1	APT42873.1
CAE52291.1	AET75141.1
CAE52291.1	QOU12637.1
CAE52291.1	AIW67526.1
CAE52291.1	QZE11868.1
CAE52291.1	QFF92023.1
CAE52291.1	ACD37380.1
CAE52291.1	UHJ74478.1
CAE52291.1	QTY40752.1
CAE52291.1	ARJ36661.1
CAE52291.1	AWB14707.1
CAE52291.1	AET75129.1
CAE52291.1	UEF73275.1
CAE52291.1	QIE49749.1
CAE52291.1	UHJ74474.1
CAE52291.1	QIE49737.1
CAE52291.1	AWB14703.1
CAE52291.1	UFZ14052.1
CAE52291.1	QIC34665.1
CAE52291.1	ALO18551.1
CAC39996.1	CAC39996.1
UJT31806.1	UJT31806.1
UFP06297.1	UFP06297.1
QTZ83153.1	QTZ83153.1
QTZ83153.1	QVW56784.1
QTE04022.1	QTE04022.1
QTE03926.1	QTE03926.1
QTE03926.1	QTE03962.1
QTE03762.1	QTE03762.1
QOG08955.1	QOG08955.1
QOG08955.1	QOG08956.1
QOD39545.1	QOD39545.1
QOD39545.1	QOD39589.1
QMI57931.1	QMI57931.1
QMI57867.1	QMI57867.1
QMI57801.1	QMI57801.1
QMI57801.1	QMI57806.1
QID88582.1	QID88582.1
QBA84913.1	QBA84913.1
QBA84913.1	QBA84927.1
QBA84913.1	QBA84925.1
QBA84913.1	QBA84910.1
QBA84913.1	QBA84932.1
QBA84824.1	QBA84824.1
QBA84771.1	QBA84771.1
QBA84493.1	QBA84493.1
QBA84493.1	QBA84503.1
QBA84493.1	AGG39681.1
QBA84493.1	AFD01614.1
QBA84493.1	AFD01604.1
QBA84493.1	AEL21539.1
AYE66858.1	AYE66858.1
AWO81969.1	AWO81969.1
AWO81969.1	AWO81972.1
AWO81969.1	AWO81971.1
AWO81969.1	AWO81970.1
AWO81969.1	QBA84720.1
AWO81969.1	QBA84781.1
AXL93748.1	AXL93748.1
YP_009116877.1	YP_009116877.1
YP_009116877.1	AYO89407.1
YP_009116877.1	AYO89403.1
YP_009116877.1	YP_009552776.1
YP_009116877.1	AYO89401.1
YP_009116877.1	QRY06296.1
YP_009116877.1	AUW64491.1
YP_009116877.1	QRY06294.1
YP_009116877.1	QRY06292.1
YP_009116877.1	QRY06290.1
YP_009116877.1	AYO89411.1
YP_009116877.1	AYO89409.1
YP_009116877.1	YP_009325418.3
YP_009116877.1	QVK82310.1
AVR53747.1	AVR53747.1
AVR53747.1	QKN88735.1
AVR53747.1	QJI53836.1
AVR53747.1	QJI53824.1
ARV85900.1	ARV85900.1
ASC49284.1	ASC49284.1
ASC49284.1	ASC49296.1
ASC49284.1	ASC49360.1
ASC49284.1	ASC49328.1
ASC49284.1	ASC49324.1
ASC49284.1	ASC49352.1
ASC49284.1	ASC49320.1
ASC49284.1	ASC49308.1
ASC49284.1	ASC49336.1
ASC49284.1	ASC49332.1
ASC49284.1	ASC49348.1
ASC49284.1	ASC49364.1
ASC49284.1	ASC49292.1
ASC49284.1	ASC49316.1
ASC49284.1	ASC49344.1
ASC49284.1	ASC49304.1
ASC49284.1	ASC49312.1
ASC49284.1	YP_009389294.1
ASC49284.1	ASC49340.1
ASC49284.1	ASC49356.1
ASC49284.1	ASC49288.1
ASC49284.1	QBY97664.1
ASC49284.1	QBY97663.1
ASC49284.1	AGS15095.1
ASC49284.1	AHK27106.1
ASC49284.1	AGS15096.1
ASC49284.1	AHK26992.1
ASC49284.1	AGS15072.1
ASC49284.1	AGS15071.1
ASC49284.1	AHK26998.1
ASC49284.1	QTZ97567.1
ASC49284.1	AHK26989.1
ASC49284.1	QQL94298.1
ASC49284.1	UAJ21540.1
ASC49284.1	QQL94290.1
ASC49284.1	AEF33724.1
ASC49284.1	AHK27120.1
ASC49284.1	AHK26974.1
ASC49284.1	AHK27017.1
ASC49284.1	AER30012.1
ASC49284.1	AER30013.1
ASC49284.1	AIY27461.1
ASC49284.1	AHK26968.1
ASC49284.1	AHK27105.1
ASC49284.1	AWW25131.1
ASC49284.1	AEY68759.1
ASC49284.1	QTZ97564.1
ASC49284.1	AWW25134.1
ASC49284.1	AGS15059.1
ASC49284.1	AGS15060.1
ASC49284.1	AMH38322.1
ASC49284.1	AHK27121.1
ASC49284.1	AER30016.1
ASC49284.1	ATV81496.1
ASC49284.1	AER30017.1
ASC49284.1	QYA18265.1
ASC49284.1	AIY27467.1
ASC49284.1	AXF54188.1
ASC49284.1	AHK27010.1
ASC49284.1	AHK27007.1
ASC49284.1	QQL94274.1
ASC49284.1	QQL94306.1
ASC49284.1	QQL94302.1
ASC49284.1	ADI60259.1
ASC49284.1	AGS15044.1
ASC49284.1	AIF74238.1
ASC49284.1	AIF74239.1
ASC49284.1	AIF74235.1
ASC49284.1	AGS15067.1
ASC49284.1	AGS15068.1
ASC49284.1	QQL94278.1
ASC49284.1	YP_009046825.1
ASC49284.1	YP_009046824.1
ASC49284.1	AWV66971.1
ASC49284.1	QMP82848.1
ASC49284.1	AHK26995.1
ASC49284.1	UCS96318.1
ASC49284.1	YP_009551695.1
ASC49284.1	AUD40073.1
ASC49284.1	ATY47679.1
ASC49284.1	AUD40074.1
ASC49284.1	AGS15051.1
ASC49284.1	AGS15064.1
ASC49284.1	AYV97208.1
ASC49284.1	AYV97207.1
ASC49284.1	AGS15092.1
ASC49284.1	ADI60258.1
ASC49284.1	AGS15084.1
ASC49284.1	AGS15052.1
ASC49284.1	AGS15048.1
ASC49284.1	AGS15047.1
ASC49284.1	AEI99172.1
ASC49284.1	AGS15076.1
ASC49284.1	AGS15075.1
ASC49284.1	ANF16417.1
ASC49284.1	AGF85785.1
ASC49284.1	AGS15079.1
ASC49284.1	AGS15080.1
ASC49284.1	YP_009553052.1
ASC49284.1	YP_009508791.1
ASC49284.1	YP_009508792.1
ASC49284.1	AHK26980.1
ASC49284.1	AHK27107.1
ASC49284.1	AHK26977.1
ASC49284.1	AHK26986.1
ASC49284.1	ATD50847.1
ASC49284.1	ATD50848.1
ASC49284.1	AVW82275.1
ASC49284.1	AVW82274.1
ASC49284.1	ANN44250.1
ASC49284.1	AXN93982.1
ASC49284.1	ANN44249.1
ASC49284.1	AVW82267.1
ASC49284.1	AVW82266.1
ASC49284.1	AIC33033.1
ASC49284.1	AXN93979.1
ASC49284.1	AIC33032.1
ASC49284.1	AWB14580.1
ASC49284.1	AWB14579.1
ASC49284.1	AXN93976.1
ASC49284.1	AVR53750.1
ASC49284.1	QBA84341.1
ASC49284.1	ASH89413.1
ASC49284.1	AQA26425.1
ASC49284.1	AVW82287.1
ASC49284.1	ATY47688.1
ASC49284.1	AVW82286.1
ASC49284.1	AXN94202.1
ASC49284.1	AXN94226.1
ASC49284.1	AXN94223.1
ASC49284.1	AXN94220.1
ASC49284.1	AXN94217.1
ASC49284.1	AXN94214.1
ASC49284.1	AXN94211.1
ASC49284.1	YP_009227294.1
ASC49284.1	AMB21288.1
ASC49284.1	AXN94208.1
ASC49284.1	AMB21287.1
ASC49284.1	AXN94205.1
ASC49284.1	AMB21283.1
ASC49284.1	AMB21282.1
ASC49284.1	QXO84959.1
ASC49284.1	QQL94282.1
ASC49284.1	QBA84368.1
ASC49284.1	QXO85001.1
ASC49284.1	QBA84326.1
ASC49284.1	QBA84287.1
ASC49284.1	QBA84284.1
ASC49284.1	QBA84364.1
ASC49284.1	AHK27004.1
ASC49284.1	QBA84280.1
ASC49284.1	AHK27036.1
ASC49284.1	QBA84276.1
ASC49284.1	QBA84316.1
ASC49284.1	QBA84352.1
ASC49284.1	AKT09392.1
ASC49284.1	AHK27031.1
ASC49284.1	QXO84964.1
ASC49284.1	AKT09391.1
ASC49284.1	QXO84963.1
ASC49284.1	QBA84312.1
ASC49284.1	QBA84271.1
ASC49284.1	YP_009507365.1
ASC49284.1	AGJ70271.1
ASC49284.1	YP_009507364.1
ASC49284.1	AHK27027.1
ASC49284.1	QXO84960.1
ASC49284.1	QQL94295.1
ASC49284.1	QQL94294.1
ASC49284.1	YP_009507361.1
ASC49284.1	AIH14828.1
ASC49284.1	YP_009507360.1
ASC49284.1	QBA84338.1
ASC49284.1	QBA84301.1
ASC49284.1	QBA84263.1
ASC49284.1	AHK27022.1
ASC49284.1	QBA84299.1
ASC49284.1	QBA84261.1
ASC49284.1	QQL94287.1
ASC49284.1	QQL94286.1
ASC49284.1	QBA84257.1
ASC49284.1	AWW25137.1
ASC49284.1	QQL94283.1
ASC49284.1	QBA84291.1
ASC49284.1	QBJ04580.1
ASC49284.1	QKV28757.1
ASC49284.1	QKV28758.1
ASC49284.1	YP_008802583.1
ASC49284.1	YP_008802582.1
ASC49284.1	UBX82123.1
ASC49284.1	UBX82122.1
ASC49284.1	AXM43002.1
ASC49284.1	AXM42999.1
ASC49284.1	BAJ12127.1
ASC49284.1	BAJ12128.1
ASC49284.1	BAJ12124.1
ASC49284.1	BAJ12123.1
ASC49284.1	NP_758524.1
ASC49284.1	ALR87699.1
ASC49284.1	NP_758523.1
ASC49284.1	ALR87698.1
ASC49284.1	AXF73562.1
ASC49284.1	AXF73561.1
ASC49284.1	AXF73560.1
ASC49284.1	AXF73559.1
ASC49284.1	QMT62546.1
ASC49284.1	AXF73558.1
ASC49284.1	AXF73557.1
ASC49284.1	AXF73556.1
ASC49284.1	QMT62543.1
ASC49284.1	AXF73555.1
ASC49284.1	QMT62540.1
ASC49284.1	ADA57647.1
ASC49284.1	AXF73551.1
ASC49284.1	ADA57646.1
ASC49284.1	BAD72957.1
ASC49284.1	BAD72956.1
ASC49284.1	QMT62537.1
ASC49284.1	AYN63513.1
ASC49284.1	AYN63511.1
ASC49284.1	BAJ12132.1
ASC49284.1	ASM93493.1
ASC49284.1	BAJ12131.1
ASC49284.1	QKV28761.1
ASC49284.1	QKV28762.1
ASC49284.1	QEV86965.1
ASC49284.1	YP_009508784.1
ASC49284.1	QEV86964.1
ASC49284.1	YP_009508783.1
ASC49284.1	QKV28766.1
ASC49284.1	QKV28765.1
ASC49284.1	AOX47669.1
ASC49284.1	AOX47670.1
ASC49284.1	AOX47665.1
ASC49284.1	AOX47664.1
ASC49284.1	YP_009508801.1
ASC49284.1	AOX47660.1
ASC49284.1	YP_009508800.1
ASC49284.1	AOX47659.1
ASC49284.1	AOX47655.1
ASC49284.1	AOX47654.1
ASC49284.1	AOX47650.1
ASC49284.1	AOX47649.1
ASC49284.1	AOX47644.1
ASC49284.1	AOX47680.1
ASC49284.1	AOX47679.1
ASC49284.1	YP_009315893.1
ASC49284.1	AOX47674.1
ASC49284.1	ATY47680.1
ASC49284.1	AFH96882.1
ASC49284.1	AXM42990.1
ASC49284.1	AFH96883.1
ASC49284.1	APV46195.1
ASC49284.1	QOR37051.1
ASC49284.1	QOR37050.1
ASC49284.1	QYV42631.1
ASC49284.1	QGI57828.1
ASC49284.1	QYV42630.1
ASC49284.1	QGI57827.1
ASC49284.1	QGI57824.1
ASC49284.1	QGI57823.1
ASC49284.1	YP_006272947.1
ASC49284.1	YP_006272946.1
ASC49284.1	QGI57820.1
ASC49284.1	QGI57819.1
ASC49284.1	AXM42997.1
ASC49284.1	AII82257.1
ASC49284.1	AXM42994.1
ASC49284.1	AII82256.1
ASC49284.1	YP_009552697.1
ASC49284.1	YP_009272915.1
ASC49284.1	YP_009272916.1
ASC49284.1	QGX48246.1
ASC49284.1	QGX48244.1
ASC49284.1	QGX48243.1
ASC49284.1	QGX48241.1
ASC49284.1	QGX48239.1
ASC49284.1	AKG54776.1
ASC49284.1	QAB45205.1
ASC49284.1	AFH96889.1
ASC49284.1	QAB45204.1
ASC49284.1	AKG54783.1
ASC49284.1	AFH96888.1
ASC49284.1	YP_007518457.1
ASC49284.1	YP_007518456.1
ASC49284.1	AKG54781.1
ASC49284.1	AKG54778.1
ASC49284.1	QXU65825.1
ASC49284.1	QXU65824.1
ASC49284.1	AKG54772.1
ASC49284.1	AES85979.1
ASC49284.1	QXU65821.1
ASC49284.1	AKG54770.1
ASC49284.1	QXU65820.1
ASC49284.1	ALA65285.1
ASC49284.1	QXU65817.1
ASC49284.1	ALA65284.1
ASC49284.1	QXU65816.1
ASC49284.1	AKG54801.1
ASC49284.1	AKG54764.1
ASC49284.1	ALA65283.1
ASC49284.1	QXU65813.1
ASC49284.1	ARJ58624.1
ASC49284.1	AKG54799.1
ASC49284.1	QXU65812.1
ASC49284.1	ARJ58623.1
ASC49284.1	QXU65809.1
ASC49284.1	AKG54759.1
ASC49284.1	AFH96907.1
ASC49284.1	QXU65808.1
ASC49284.1	AFH96906.1
ASC49284.1	AIK02197.1
ASC49284.1	AVD96860.1
ASC49284.1	AFH96900.1
ASC49284.1	QKV09259.1
ASC49284.1	QKV09260.1
ASC49284.1	QHW08447.1
ASC49284.1	QBA84407.1
ASC49284.1	AHK27109.1
ASC49284.1	QBA84404.1
ASC49284.1	AHK27108.1
ASC49284.1	QEE82825.1
ASC49284.1	QBA84401.1
ASC49284.1	QBA84398.1
ASC49284.1	QBA84395.1
ASC49284.1	AEZ53135.1
ASC49284.1	AHK26971.1
ASC49284.1	QBA84433.1
ASC49284.1	QQL94270.1
ASC49284.1	QQL94266.1
ASC49284.1	QBA84427.1
ASC49284.1	ADI60249.1
ASC49284.1	AIY27464.1
ASC49284.1	QBA84419.1
ASC49284.1	AHK27016.1
ASC49284.1	AHK26983.1
ASC49284.1	QBA84413.1
ASC49284.1	AHK27013.1
ASC49284.1	AEM37605.1
ASC49284.1	YP_009508795.1
ASC49284.1	YP_009508796.1
ASC49284.1	AYW35042.1
ASC49284.1	AYW35043.1
ASC49284.1	YP_009215303.1
ASC49284.1	YP_010087789.1
ASC49284.1	YP_010087790.1
ASC49284.1	ADD39255.1
ASC49284.1	ACP39936.1
ASC49284.1	ADD39258.1
ASC49284.1	ADH44725.1
ASC49284.1	AFW98868.1
ASC49284.1	QZA75166.1
ASC49284.1	AGC92304.1
ASC49284.1	ACJ38941.1
ASC49284.1	QZA75165.1
ASC49284.1	AUF34942.1
ASC49284.1	ACJ38937.1
ASC49284.1	ARS03594.1
ASC49284.1	ACR43451.1
ASC49284.1	ARS03593.1
ASC49284.1	AFE88889.1
ASC49284.1	ACR43450.1
ASC49284.1	B9UYK7.1
ASC49284.1	ACR15771.1
ASC49284.1	ACR15777.1
ASC49284.1	ACR15770.1
ASC49284.1	ACR15776.1
ASC49284.1	ACJ38934.1
ASC49284.1	ACS74736.1
ASC49284.1	ACR15765.1
ASC49284.1	ACS74735.1
ASC49284.1	AUF34962.1
ASC49284.1	AUF34961.1
ASC49284.1	ASU91616.1
ASC49284.1	ABW79864.1
ASC49284.1	ASU91615.1
ASC49284.1	ARQ18930.1
ASC49284.1	ABW79863.1
ASC49284.1	ARQ18929.1
ASC49284.1	ADB77896.1
ASC49284.1	ADB77895.1
ASC49284.1	AUF34954.1
ASC49284.1	AUF34953.1
ASC49284.1	AVI59255.1
ASC49284.1	AVI59254.1
ASC49284.1	AUF34950.1
ASC49284.1	AJD85764.1
ASC49284.1	ADD39264.1
ASC49284.1	AUF34949.1
ASC49284.1	AVR48531.1
ASC49284.1	AJD85763.1
ASC49284.1	ADD39263.1
ASC49284.1	AVR48530.1
ASC49284.1	ACP39937.1
ASC49284.1	ADD39260.1
ASC49284.1	C5IY46.1
ASC49284.1	5US9
ASC49284.1	QXM26704.1
ASC49284.1	AUN34377.1
ASC49284.1	AKG93747.1
ASC49284.1	AKG93684.1
ASC49284.1	AKG93630.1
ASC49284.1	AEY83543.1
ASC49284.1	AUN34376.1
ASC49284.1	AKG93746.1
ASC49284.1	AKG93683.1
ASC49284.1	AKG93629.1
ASC49284.1	AID68223.1
ASC49284.1	ACN29634.1
ASC49284.1	AEY83542.1
ASC49284.1	BDB39310.1
ASC49284.1	AOL02445.1
ASC49284.1	AKG93745.1
ASC49284.1	AKG93682.1
ASC49284.1	AKG93626.1
ASC49284.1	ALS31343.1
ASC49284.1	AID68222.1
ASC49284.1	ACN29633.1
ASC49284.1	AEY83541.1
ASC49284.1	ACV20864.1
ASC49284.1	AOL02444.1
ASC49284.1	AKG93742.1
ASC49284.1	AKG93681.1
ASC49284.1	AKG93625.1
ASC49284.1	AEY83540.1
ASC49284.1	ACV20863.1
ASC49284.1	QED08772.1
ASC49284.1	AUN34373.1
ASC49284.1	AOL02440.1
ASC49284.1	AKG93741.1
ASC49284.1	AKG93680.1
ASC49284.1	AKG93624.1
ASC49284.1	AKP16744.1
ASC49284.1	AEY83539.1
ASC49284.1	AUN34372.1
ASC49284.1	AKG93740.1
ASC49284.1	AKG93679.1
ASC49284.1	AKG93623.1
ASC49284.1	AKP16724.1
ASC49284.1	AFY23248.1
ASC49284.1	AEY83538.1
ASC49284.1	ACV20860.1
ASC49284.1	ADB93930.1
ASC49284.1	AKG93739.1
ASC49284.1	AKG93676.1
ASC49284.1	AKG93619.1
ASC49284.1	AFY23247.1
ASC49284.1	ACV20859.1
ASC49284.1	ADB93929.1
ASC49284.1	QBE90332.1
ASC49284.1	AGC92297.1
ASC49284.1	BAH22661.1
ASC49284.1	AKG93738.1
ASC49284.1	AKG93675.1
ASC49284.1	AKG93618.1
ASC49284.1	AID68213.1
ASC49284.1	ACS74768.1
ASC49284.1	QBE90331.1
ASC49284.1	AGC92296.1
ASC49284.1	AFR53044.1
